host_since,host_is_superhost,latitude,longitude,accommodates,bedrooms,beds,review_scores_rating
2014-06-26,f,4.066.618,-7.393.397,2,1,,5.0
2017-01-28,f,4.074.407,-739.781,5,2,2,4.75
2020-02-28,f,406.316,-7.402.938,4,1,3,
2019-06-01,f,4.076.183,-7.399.262,3,,1,5.0
2016-11-07,f,4.074.659,-7.395.521,3,1,1,5.0
2020-02-02,f,4.076.601,-7.399.284,5,1,2,
2016-02-05,f,4.067.685,-7.391.224,1,,1,
2019-11-02,f,4.074.708,-7.398.934,1,1,2,4.78
2014-08-01,f,4.068.642,-739.143,2,1,1,
2020-01-28,f,406.439,-7.401.449,4,2,2,
2019-10-02,f,4.080.686,-7.394.846,4,2,2,5.0
2018-04-26,f,4.064.095,-7.396.185,1,1,1,5.0
2020-02-28,f,4.063.162,-7.402.788,2,1,2,
2016-09-15,t,4.080.531,-739.495,2,,1,
2013-07-22,t,4.075.977,-7.397.073,4,1,4,4.87
2014-08-01,f,4.068.637,-7.395.041,2,1,1,3.25
2020-02-29,t,4.077.999,-7.397.958,6,3,3,4.96
2020-02-06,f,4.075.191,-7.387.739,2,1,1,5.0
2020-02-06,f,4.075.191,-7.387.739,2,1,1,5.0
2020-02-06,f,4.074.373,-7.390.382,2,1,1,
2020-02-06,f,4.074.373,-7.390.382,2,1,1,3.0
2020-02-06,f,4.074.456,-7.389.396,1,1,1,5.0
2020-02-06,f,4.086.562,-7.392.374,2,1,,4.0
2020-02-06,f,4.086.406,-739.229,2,1,1,5.0
2020-02-06,f,4.074.585,-7.389.946,2,1,1,5.0
2020-02-06,f,4.074.059,-7.387.722,2,1,1,
2020-02-19,f,4.074.709,-7.397.245,4,1,1,
2020-02-06,f,4.073.858,-738.777,2,1,1,4.67
2020-02-06,f,4.074.505,-7.389.342,1,1,1,
2020-02-29,f,4.068.883,-7.391.853,4,2,2,4.33
2020-02-06,f,4.074.096,-7.389.465,4,2,2,3.0
2013-12-03,f,408.218,-7.395.299,2,1,1,5.0
2018-09-19,f,4.069.957,-7.392.093,2,1,2,3.5
2018-09-19,f,4.070.129,-7.391.902,2,1,2,1.0
2014-02-26,f,4.076.423,-7.398.564,4,1,2,
2017-10-11,t,4.069.014,-7.375.173,4,2,3,5.0
2016-02-24,f,407.625,-7.398.161,6,2,4,
2014-04-17,f,407.067,-7.394.625,1,1,1,
2016-03-01,t,4.057.303,-7.408.528,4,2,3,4.87
2019-06-01,f,4.091.802,-7.390.125,1,1,1,4.14
2020-02-06,f,406.884,-7.395.003,2,1,1,2.0
2020-02-11,t,4.076.052,-7.399.645,6,2,4,4.96
2020-03-01,f,4.078.018,-7.398.007,6,3,3,4.73
2014-01-16,f,4.068.075,-7.393.835,5,1,2,4.86
2018-07-05,f,40.703,-7.394.398,2,1,1,
2018-07-05,f,4.070.242,-7.394.395,2,1,,5.0
2018-07-05,f,407.033,-7.394.197,2,1,,5.0
2017-06-27,t,4.076.626,-7.392.241,1,1,1,4.67
2020-03-02,f,406.704,-7.395.133,2,1,1,5.0
2017-01-28,f,4.075.445,-7.396.512,3,1,1,5.0
2013-03-09,f,4.077.279,-7.392.674,2,1,2,
2017-04-24,t,4.074.344,-7.402.925,4,1,1,4.9
2019-08-14,f,40.72,-7.399.581,6,3,1,
2019-08-14,f,4.072.087,-739.937,6,3,1,
2019-08-14,f,4.072.027,-7.399.347,6,3,1,
2013-06-05,f,4.060.312,-7.397.481,6,2,3,
2014-01-16,f,4.075.516,-7.396.736,3,1,2,
2013-09-07,t,4.075.619,-7.396.632,2,1,,4.79
2018-01-04,f,4.072.794,-7.398.324,3,1,1,5.0
2018-01-04,f,4.072.915,-7.398.531,4,1,,
2020-03-02,f,4.073.193,-7.398.523,3,2,2,
2020-03-02,f,4.081.766,-7.394.363,3,,1,4.68
2013-06-28,f,4.069.762,-7.390.694,1,,,
2020-01-04,f,4.074.654,-7.398.662,2,1,1,
2019-01-25,t,4.063.296,-7.403.123,2,1,1,4.8
2019-07-08,f,4.089.842,-738.525,2,1,1,4.59
2016-02-06,f,4.078.207,-7.398.125,6,3,3,5.0
2018-07-12,f,408.147,-7.395.611,2,1,1,
2020-03-02,f,4.073.412,-7.398.862,2,1,1,4.55
2020-03-02,f,4.078.075,-7.397.969,6,3,3,4.76
2019-10-07,f,406.965,-7.392.276,2,1,,5.0
2020-02-27,f,4.086.864,-7.389.273,2,,1,4.8
2017-12-19,f,4.073.614,-73.985,2,1,1,5.0
2012-09-24,f,407.478,-7.399.045,2,1,1,4.0
2020-03-03,f,4.072.806,-7.398.506,1,1,1,
2013-10-07,t,40.770.451,-73.955.894,3,,2,4.92
2013-10-20,f,4.074.524,-7.392.209,4,2,2,5.0
2020-01-05,t,4.063.703,-739.316,6,2,2,4.88
2018-01-13,f,407.183,-739.542,3,1,1,
2020-03-03,f,4.068.011,-739.668,4,3,3,4.56
2020-03-03,f,4.081.555.940.898.450,-7.393.599.698.550.750,4,2,3,5.0
2014-09-11,f,4.073.096,-7.396.122,2,,1,4.43
2012-09-24,f,4.074.728,-7.399.192,2,1,2,3.92
2014-08-01,f,4.074.417,-7.389.359,1,1,1,
2010-02-17,f,4.071.834,-7.394.003,4,2,2,4.63
2014-08-01,f,4.074.207,-7.389.789,2,1,,
2014-08-01,f,4.074.818,-7.389.969,1,1,,
2016-04-25,f,4.077.903,-7.395.382,4,,1,
2017-10-06,f,4.079.064,-7.393.994,7,3,5,3.0
2018-10-12,f,409.136,-7.386.145,1,1,1,4.5
2016-12-16,f,40.767.788,-73.991.737,4,2,2,
2014-08-12,f,4.073.162,-7.398.623,4,1,2,
2020-02-17,f,4.074.833,-7.399.792,4,1,2,5.0
2020-03-04,f,4.068.765,-7.398.592,2,,1,
2020-03-04,t,4.075.604,-739.704,1,1,1,5.0
2020-02-23,f,4.077.375,-7.392.238,6,1,3,
2020-02-13,f,4.070.619,-7.401.022,4,1,1,4.53
2014-11-11,f,4.073.708,-7.400.767,2,,,
2019-04-26,f,4.074.789,-7.386.866,2,1,,
2019-11-24,f,4.071.656,-7.399.042,1,1,1,4.81
2020-03-05,f,4.082.114,-7.394.141,2,,1,4.41
2014-10-07,f,4.080.611,-7.394.763,3,1,1,5.0
2018-07-31,f,407.594,-7.399.871,3,1,1,
2018-07-31,f,4.076.064,-7.399.658,3,1,2,
2018-07-31,f,4.075.908,-7.399.749,6,2,,
2014-11-15,f,4.078.411,-739.486,3,,2,4.8
2014-11-15,f,4.078.384,-7.394.855,2,1,2,5.0
2013-05-09,f,4.068.264,-7.392.727,5,2,3,
2014-11-15,f,4.078.411,-7.394.864,4,2,3,3.5
2017-04-19,f,4.075.046,-7.399.715,4,,1,
2017-01-28,f,4.074.882,-7.398.012,5,2,2,4.5
2015-03-01,f,4.081.255,-7.394.998,1,1,1,
2012-09-08,f,4.068.401,-7.395.212,4,,,5.0
2015-12-07,f,4.075.082,-7.398.222,4,2,2,
2012-07-03,f,4.068.519,-7.395.111,1,1,1,4.8
2019-01-28,t,4.074.295,-7.385.357,1,1,1,4.85
2020-02-07,f,406.925,-7.393.443,2,1,2,4.67
2020-03-05,f,4.068.772,-7.394.825,5,1,1,
2019-09-25,f,4.072.158,-7.399.717,3,1,2,4.33
2020-02-06,f,4.074.605,-7.389.781,1,1,1,
2014-08-01,f,4.074.601,-7.389.951,2,1,1,
2020-02-28,t,406.867,-7.387.192,3,1,1,4.81
2016-03-02,f,4.069.164,-7.391.979,2,1,,
2012-04-25,f,4.064.517,-7.396.323,2,1,1,
2020-03-06,f,4.073.437,-7.398.728,3,,2,4.67
2020-03-06,f,4.057.853,-7.396.735,2,1,,
2018-07-05,f,4.074.606,-7.389.781,1,1,1,
2016-03-24,f,4.070.476,-7.400.891,3,,2,5.0
2016-12-16,f,40.767.788,-73.991.737,2,1,1,
2016-12-16,f,40.767.788,-73.991.737,2,1,1,
2020-03-06,f,4.074.834,-7.398.177,3,1,2,
2011-06-14,t,4.068.233,-7.398.535,4,2,2,5.0
2019-06-05,f,4.067.901,-7.387.612,4,2,2,4.2
2020-02-06,f,4.074.466,-7.390.323,2,1,2,
2020-02-06,f,4.074.317,-7.387.066,2,1,1,4.0
2019-11-27,f,405.992,-7.397.451,4,1,2,4.76
2018-07-05,f,4.074.407,-7.390.483,4,1,2,1.0
2014-08-01,f,4.074.523,-7.389.329,1,1,1,3.0
2020-02-06,f,4.074.494,-7.389.335,1,1,1,4.0
2016-03-27,f,4.084.309,-7.394.251,1,1,1,5.0
2017-03-29,f,4.080.018,-7.396.813,2,1,,
2020-02-06,f,4.074.467,-7.389.295,1,1,1,
2014-12-02,f,4.076.891,-7.398.872,2,1,1,5.0
2014-08-01,f,4.074.445,-7.389.126,1,1,1,4.0
2020-02-06,f,4.068.736,-7.391.384,2,1,1,5.0
2020-02-06,f,4.068.565,-7.391.542,2,1,1,5.0
2014-08-01,f,406.874,-7.391.385,2,1,1,5.0
2014-08-01,f,4.068.733,-7.391.381,1,1,1,
2014-08-01,f,4.068.711,-7.391.328,2,1,1,
2020-03-06,f,4.076.816,-7.395.469,1,1,1,
2016-08-27,t,4.068.116,-7.399.799,5,1,2,4.94
2015-02-24,f,4.068.324,-7.399.268,2,1,1,
2016-05-15,f,4.065.949,-739.953,2,2,2,5.0
2019-08-30,f,4.082.566,-7.395.043,1,1,1,
2019-06-13,t,4.084.322,-738.619,2,3,1,
2018-01-29,f,4.087.081,-7.384.735,5,2,2,4.55
2019-06-13,t,4.084.515,-7.386.415,2,1,1,4.74
2019-06-13,t,4.084.484,-7.386.203,2,1,,4.83
2020-03-08,f,4.083.365,-7.394.143,1,1,1,5.0
2019-01-20,f,4.066.296,-7.393.161,4,1,,
2014-11-15,f,4.078.329,-7.395.061,1,1,1,5.0
2020-03-08,f,4.085.209,-7.386.588,2,1,1,
2012-12-01,t,4.072.091,-7.399.012,3,1,1,4.84
2019-05-21,f,4.072.128,-7.398.578,1,1,1,
2020-03-08,f,4.071.698,-7.399.401,2,1,1,5.0
2020-02-06,f,4.068.529,-7.391.364,2,1,1,4.0
2020-02-06,f,4.068.579,-7.391.512,2,1,1,5.0
2020-02-06,f,406.857,-7.391.342,2,1,1,
2014-08-01,f,406.856,-7.391.541,2,1,1,
2014-08-01,f,406.874,-739.149,1,1,1,4.0
2020-01-16,f,4.057.574,-7.396.294,2,1,2,4.57
2020-03-09,f,4.060.787,-7.375.635,1,1,1,4.33
2016-08-25,f,4.074.456,-7.397.199,5,2,2,4.5
2016-08-25,f,4.074.478,-7.397.337,4,2,2,4.25
2016-12-16,f,40.760.437,-73.968.521,2,1,1,
2012-12-03,f,4.086.303,-7.389.839,4,,3,4.88
2013-08-12,f,407.569,-739.678,2,1,,
2020-03-09,f,4.073.497,-7.382.279,2,1,,
2011-04-13,f,4.069.125,-7.398.392,3,,1,
2015-09-08,f,4.058.027,-7.396.173,2,1,1,4.5
2016-03-20,f,4.067.964,-7.375.473,4,1,4,1.0
2020-03-09,f,4.073.411,-7.398.882,2,1,1,4.67
2017-04-30,f,4.083.551,-7.394.613,2,1,1,5.0
2015-04-23,f,4.063.921,-7.391.181,1,1,1,
2017-11-19,f,4.074.778,-7.397.772,2,1,1,
2017-11-19,f,4.074.743,-7.397.938,2,,1,
2014-01-06,f,4.085.849,-7.390.234,1,1,1,
2011-10-11,f,4.082.951,-7.394.986,4,1,2,5.0
2020-03-10,f,408.039,-7.395.294,2,1,1,
2016-03-03,f,4.074.573,-7.398.099,2,1,1,5.0
2016-03-03,f,407.493,-7.397.873,2,,1,5.0
2017-01-13,f,4.070.137,-7.399.182,1,,1,
2013-07-22,t,4.076.043,-7.396.857,5,1,1,4.7
2016-01-20,t,4.068.191,-7.393.988,4,2,2,4.92
2020-03-10,f,4.064.846,-7.394.586,3,2,2,
2015-05-19,f,4.077.841,-7.394.633,2,1,1,5.0
2017-11-28,t,4.073.627,-7.395.488,4,2,2,4.83
2015-05-30,f,4.079.249,-73.975,4,2,2,
2018-08-03,f,4.067.693,-7.390.775,3,1,2,
2015-10-16,f,4.081.694,-7.393.558,3,1,2,4.58
2019-08-12,f,4.071.732,-7.399.898,2,1,2,4.84
2016-12-16,f,40.724.545,-74.002.647,2,,1,
2016-12-16,f,40.761.166,-73.997.742,2,1,1,
2020-02-23,f,4.064.412,-7.408.442,4,2,4,4.66
2020-03-12,f,4.077.224,-7.393.123,2,1,,
2020-02-17,f,408.501,-7.390.125,4,,4,5.0
2018-03-10,f,4.074.408,-740.027,2,,1,1.0
2017-01-28,f,4.077.342,-7.395.161,5,2,3,4.57
2020-03-08,f,4.073.044,-739.807,6,2,3,
2018-02-12,f,4.077.662,-7.397.875,2,1,1,4.5
2019-07-24,f,406.842,-7.392.997,1,1,1,5.0
2020-03-12,f,4.072.368,-7.385.846,13,4,7,3.0
2019-06-13,t,4.084.304,-7.386.202,2,1,1,4.86
2016-03-14,f,4.068.908,-7.393.674,4,2,2,5.0
2019-08-14,f,4.072.206,-739.937,6,3,3,
2020-03-12,f,4.068.195,-7.399.448,2,1,1,
2017-01-28,f,4.077.328,-7.395.003,5,2,2,4.67
2018-07-24,f,4.068.703,-7.391.545,2,1,,
2018-07-24,f,4.068.716,-739.153,2,1,,
2018-07-24,f,4.068.556,-7.391.331,1,1,1,4.5
2018-07-24,f,4.068.605,-7.391.323,2,1,,
2018-07-24,f,4.068.524,-7.391.362,2,1,,
2019-08-14,f,4.072.192,-7.399.392,6,3,3,
2018-07-24,f,4.068.753,-739.138,1,1,,
2019-08-14,f,4.072.038,-7.399.361,3,,1,
2019-08-14,f,407.223,-739.944,4,,1,
2017-03-24,f,4.069.955,-7.393.716,3,1,2,
2014-05-16,t,4.085.046,-7.386.112,2,1,1,4.89
2016-07-27,f,4.062.208,-7.392.569,2,,1,5.0
2013-04-22,t,4.078.078,-7.401.279,4,2,2,5.0
2017-02-19,f,4.065.384,-7.411.901,2,1,1,4.8
2014-10-02,f,4.068.412,-7.399.278,6,3,3,
2020-03-14,f,4.075.359,-739.716,6,2,2,
2016-01-09,t,4.071.185,-7.395.766,2,1,1,5.0
2019-06-01,f,4.091.714,-7.390.136,1,1,,5.0
2019-11-11,t,4.075.146,-7.399.647,3,1,1,4.2
2010-02-17,f,4.071.756,-7.394.192,4,2,2,4.84
2019-09-11,f,4.063.304,-7.412.164,2,1,3,4.0
2018-07-31,f,4.076.702,-7.392.252,1,1,1,
2018-07-31,f,4.076.929,-7.392.067,1,1,1,
2014-08-01,f,4.076.018,-7.391.695,2,1,1,
2014-08-01,f,407.622,-7.391.872,1,1,1,
2014-08-01,f,4.076.071,-7.391.702,1,1,1,
2020-02-06,f,4.076.147,-7.391.907,2,1,1,
2020-02-06,f,4.076.054,-7.391.715,2,1,1,
2020-02-06,f,4.076.001,-739.168,1,1,1,
2020-02-06,f,4.075.997,-7.391.701,1,1,1,4.5
2018-07-31,f,4.075.976,-7.399.657,3,1,1,
2018-07-31,f,4.075.915,-7.399.677,3,1,1,1.0
2017-01-28,f,4.077.316,-7.394.999,3,1,2,3.6
2019-08-22,f,407.117,-7.394.262,2,,1,4.71
2019-08-22,f,4.071.168,-7.394.224,2,,1,4.74
2014-10-30,f,4.071.723,-7.395.707,4,2,4,5.0
2016-07-27,f,4.062.071,-7.392.749,2,,1,
2019-12-04,t,4.080.651,-7.394.965,2,1,2,5.0
2014-02-04,f,4.076.047,-7.399.088,6,3,3,5.0
2018-07-24,f,4.070.456,-7.394.207,2,1,1,4.75
2018-07-24,f,4.070.261,-7.394.373,2,1,,5.0
2018-07-24,f,4.070.384,-7.394.196,2,1,1,
2018-07-24,f,4.070.261,-7.394.338,2,1,1,5.0
2014-05-27,f,4.071.619,-7.399.201,5,2,2,
2016-12-16,f,40.741.096,-73.978.249,2,1,1,5.0
2011-09-17,f,407.696,-7.390.916,1,1,1,5.0
2020-03-17,t,4.066.557,-7.375.661,6,2,2,4.93
2012-07-05,t,4.074.612,-7.403.087,4,2,3,4.9
2018-07-24,f,4.070.264,-7.394.418,2,1,1,4.0
2018-07-24,f,4.070.437,-7.394.405,2,1,1,
2018-07-24,f,4.070.401,-7.394.213,2,1,1,
2018-07-24,f,4.070.429,-7.394.384,2,1,1,4.0
2020-03-18,f,4.071.646,-7.394.859,2,1,1,
2018-07-05,f,4.068.596,-7.391.334,2,1,,
2020-01-11,f,4.075.732,-7.399.053,2,,1,
2020-03-18,f,4.069.529,-7.392.975,2,1,,
2018-07-05,f,4.068.525,-7.391.523,2,1,1,1.0
2018-07-05,f,4.068.542,-7.391.312,2,1,1,
2018-07-05,f,406.872,-7.391.374,1,1,1,1.0
2017-05-19,f,4.073.388,-7.399.843,6,2,4,4.83
2010-08-07,f,407.585,-7.399.144,3,,1,
2020-03-17,t,4.066.221,-7.375.462,4,1,1,
2020-03-17,t,4.066.526,-7.375.673,4,1,1,5.0
2018-07-05,f,406.854,-7.391.532,2,1,1,
2018-07-05,f,4.068.535,-7.391.458,1,1,1,
2018-07-05,f,4.070.431,-7.394.365,2,1,1,4.5
2014-04-04,f,4.083.008,-7.389.712,6,2,2,4.71
2017-01-27,t,4.081.495,-7.395.366,2,1,1,
2014-12-13,f,4.079.789,-7.393.914,3,1,1,4.64
2020-02-06,f,4.074.454,-7.390.487,1,1,1,3.0
2020-02-06,f,4.074.344,-7.390.497,1,1,1,5.0
2020-02-06,f,4.074.457,-7.390.293,1,1,1,
2015-08-08,f,40.739.967,-74.031.677,6,2,2,5.0
2020-02-06,f,4.074.025,-7.387.741,2,1,1,3.0
2020-02-06,f,4.074.047,-7.387.752,1,1,1,
2015-03-30,f,4.076.086,-7.399.803,3,,2,
2015-03-30,f,4.076.253,-7.399.826,3,,2,
2015-11-11,f,405.796,-7.383.702,3,1,1,4.54
2020-03-19,f,4.074.451,-7.382.444,8,3,6,5.0
2015-11-11,f,4.057.997,-7.383.831,5,1,1,4.69
2017-09-04,f,4.077.187,-739.916,2,1,2,
2020-03-20,f,4.072.301,-7.399.547,3,3,3,
2020-03-20,f,4.076.962,-7.395.769,1,,1,
2020-02-27,f,4.075.737,-7.396.477,1,1,1,5.0
2020-03-20,f,4.075.787,-7.399.402,2,2,2,
2015-05-13,t,4.075.211,-7.393.683,5,1,2,4.87
2013-04-23,f,4.075.171,-7.396.715,2,2,2,
2012-06-05,f,4.068.551,-7.395.812,3,2,2,5.0
2018-12-17,f,407.593,-7.399.556,2,1,2,
2014-01-30,t,4.071.094,-7.399.556,2,1,1,4.79
2020-03-21,f,4.070.577,-7.393.833,2,1,1,5.0
2011-04-16,f,4.066.549,-7.398.654,6,4,6,
2013-12-23,f,4.069.217,-7.397.219,2,1,1,4.0
2019-11-03,t,4.072.636,-7.385.291,2,1,2,4.91
2020-02-06,f,4.074.003,-738.778,1,1,1,
2020-02-06,f,4.073.879,-7.387.543,1,1,1,
2020-02-06,f,408.663,-7.392.342,1,1,,5.0
2020-02-06,f,4.086.405,-7.392.187,2,1,1,2.0
2020-02-06,f,4.086.414,-7.392.143,2,1,1,5.0
2020-02-06,f,4.074.109,-7.389.777,2,1,1,1.0
2020-02-06,f,4.074.157,-7.389.798,2,1,1,2.0
2013-12-23,f,4.069.201,-7.397.183,7,3,5,3.8
2019-02-25,f,4.073.094,-7.388.241,1,1,1,5.0
2016-06-27,f,4.077.032,-7.395.599,1,,1,3.5
2013-03-24,f,4.068.213,-7.396.168,2,1,1,5.0
2015-03-30,f,4.076.073,-7.399.782,3,1,2,
2015-03-30,f,4.076.188,-739.999,3,1,2,
2015-03-30,f,407.609,-7.399.974,5,2,3,
2015-03-30,f,4.076.238,-739.984,5,2,3,5.0
2014-12-01,f,4.069.968,-7.394.481,1,1,1,4.0
2019-12-04,t,4.080.625,-7.394.978,3,1,2,5.0
2019-08-20,f,4.076.851,-7.389.596,2,1,1,
2020-03-23,t,4.063.504,-7.401.156,2,2,1,4.83
2020-03-03,f,4.075.755,-7.398.516,2,1,1,
2020-03-03,f,4.075.694,-7.398.436,2,1,1,3.71
2015-03-17,f,4.076.005,-7.391.763,4,3,3,5.0
2014-11-05,f,4.077.513,-7.398.445,4,1,2,
2020-02-19,f,4.070.484,-7.400.701,1,1,1,
2018-06-06,f,4.070.919,-7.382.727,4,1,1,
2019-08-22,f,4.071.335,-7.394.391,2,,1,4.81
2019-08-22,f,4.071.146,-7.394.341,2,,1,4.84
2019-08-22,f,4.071.211,-7.394.383,2,1,1,4.99
2016-12-20,f,4.066.844,-7.385.106,2,1,1,4.6
2020-03-20,f,4.072.106,-7.399.392,3,3,3,
2020-03-20,f,40.723,-739.938,3,3,3,
2017-07-16,f,4.076.274,-7.395.073,2,,2,
2020-03-20,f,4.072.288,-7.399.449,3,3,3,
2019-10-17,t,4.068.582,-7.398.677,3,1,2,4.75
2017-07-16,f,4.076.281,-7.394.896,2,,1,1.0
2016-06-02,f,407.074,-7.396.202,6,3,3,4.6
2011-04-26,f,4.070.207,-7.399.487,5,2,3,
2011-11-08,f,4.072.999,-7.395.301,2,1,1,5.0
2019-02-03,f,4.077.357,-7.395.748,4,,1,5.0
2020-03-20,f,4.072.289,-7.399.464,4,3,3,
2020-03-20,f,4.072.292,-7.399.443,3,3,3,
2020-03-20,f,4.072.166,-7.399.585,3,3,3,
2014-12-02,f,4.073.254,-7.397.868,1,1,1,
2018-04-02,f,4.075.658,-7.391.853,1,1,1,
2017-07-12,f,4.066.019,-7.391.778,4,1,3,4.79
2015-06-06,f,4.084.588,-7.393.871,1,1,,
2020-03-20,f,4.072.257,-7.399.403,3,3,3,
2020-03-20,f,4.072.155,-7.399.599,3,3,3,
2014-04-11,f,4.071.223,-7.396.272,4,2,2,4.83
2015-09-20,t,4.067.195,-7.377.816,8,3,7,4.32
2019-12-17,f,4.075.028,-7.398.547,0,,,
2019-02-08,t,407.168,-7.379.817,2,1,1,
2019-02-12,f,4.058.952,-739.376,9,,3,
2018-07-24,f,407.428,-7.390.492,1,1,1,4.0
2018-07-24,f,4.074.455,-7.390.445,2,1,,5.0
2018-07-24,f,4.074.572,-7.389.327,1,1,1,
2018-07-24,f,4.074.419,-7.390.302,1,1,1,
2018-07-24,f,4.073.902,-7.387.543,1,1,1,
2018-07-24,f,4.074.015,-7.387.727,1,1,1,
2018-07-24,f,4.086.415,-7.392.373,2,1,1,
2011-07-25,f,4.073.667,-7.395.164,2,1,1,
2020-03-27,f,4.075.936,-7.393.009,1,1,,
2018-07-24,f,408.664,-7.392.227,2,1,1,3.0
2018-07-24,f,4.086.584,-7.392.156,1,1,1,
2015-05-13,t,4.075.293,-7.393.522,4,1,2,4.84
2018-07-24,f,4.086.475,-7.392.183,2,1,1,
2018-07-24,f,407.425,-7.389.279,1,1,1,5.0
2018-07-24,f,4.074.282,-7.389.481,4,2,2,4.17
2012-12-09,f,4.066.543,-7.398.581,6,3,3,
2018-07-24,f,4.076.206,-7.391.755,2,1,1,
2018-07-24,f,4.076.196,-7.391.701,1,1,1,3.33
2018-07-24,f,4.076.193,-7.391.681,1,1,1,5.0
2018-11-02,f,4.071.314,-7.395.667,3,1,2,4.63
2016-03-03,f,4.074.151,-7.397.813,2,1,1,5.0
2016-02-22,f,406.946,-7.395.062,2,1,1,5.0
2009-11-17,f,4.080.665,-7.392.316,2,1,1,5.0
2020-03-30,f,4.075.139,-7.400.395,2,1,1,4.49
2020-03-30,f,4.075.144,-7.400.449,2,1,1,3.7
2020-01-17,f,4.059.152,-7.378.752,2,,,
2020-03-30,f,4.072.309,-739.861,2,1,1,4.76
2014-05-01,f,4.068.323,-7.393.751,2,1,1,
2013-03-03,t,4.072.952,-7.400.409,2,1,2,4.88
2016-03-03,f,4.078.328,-7.397.485,2,,1,4.75
2020-03-26,f,4.076.164,-739.924,2,1,2,4.0
2020-02-07,f,4.074.097,-7.398.339,0,,,
2020-03-19,f,4.072.214,-7.398.857,0,,,3.94
2014-07-31,f,4.063.868,-7.401.573,6,2,4,4.0
2015-01-14,f,4.068.743,-739.197,2,1,1,4.0
2016-07-20,f,4.062.398,-7.394.075,1,1,,
2020-03-26,f,4.076.148,-7.399.424,2,1,2,5.0
2012-04-09,f,407.229,-7.394.317,1,1,,
2015-03-27,t,4.080.338,-7.394.978,4,2,3,5.0
2013-06-05,f,4.060.185,-7.397.554,6,2,3,
2018-12-14,f,4.080.748,-7.394.567,9,2,2,
2013-10-14,f,4.076.064,-7.399.961,3,1,2,
2013-10-14,f,4.076.246,-7.399.946,3,1,2,4.0
2013-10-14,f,4.076.175,-7.399.764,5,2,3,
2013-10-14,f,4.076.079,-7.399.786,3,,1,
2017-02-19,f,4.075.741,-739.937,1,1,1,
2015-09-08,t,4.059.995,-7.395.649,2,1,,4.75
2019-02-12,f,4.058.955,-7.393.769,8,3,3,
2020-03-26,f,4.076.132,-7.399.338,2,1,2,
2015-12-22,f,4.069.648,-7.395.904,2,1,1,4.95
2018-06-22,f,4.081.486,-7.394.696,2,1,1,4.74
2013-10-14,f,4.076.242,-7.399.918,5,2,3,
2013-10-14,f,4.076.056,-7.399.987,3,1,2,
2013-10-14,f,407.604,-7.399.821,3,1,2,
2013-10-14,f,4.076.039,-739.983,3,1,2,
2013-10-14,f,4.076.252,-7.399.987,3,1,2,
2013-10-14,f,4.076.249,-7.399.789,3,1,2,
2013-10-14,f,4.076.174,-7.399.777,3,1,2,
2013-10-14,f,4.076.247,-7.399.938,3,1,2,
2013-10-14,f,4.072.511,-7.403.557,3,1,2,
2017-06-27,t,4.081.291,-7.394.352,1,1,1,5.0
2017-06-27,t,40.746,-7.391.939,1,1,1,5.0
2016-05-25,f,408.277,-739.477,8,3,3,
2013-10-14,f,4.076.035,-7.399.798,3,,1,
2013-10-14,f,4.076.048,-7.399.977,3,,1,
2013-10-14,f,4.076.251,-7.399.845,3,,1,
2013-10-14,f,4.076.027,-7.399.822,3,,1,
2013-10-14,f,4.076.175,-7.399.982,3,,1,
2013-10-14,f,4.076.063,-7.399.808,3,1,2,
2013-10-14,f,40.725,-7.403.561,3,1,2,
2013-10-14,f,4.076.242,-7.399.779,3,1,2,
2013-10-14,f,407.606,-739.978,3,1,2,
2013-10-14,f,407.235,-740.355,5,2,3,
2013-10-14,f,4.072.315,-7.403.594,5,2,3,
2013-10-14,f,4.072.463,-7.403.585,5,2,3,
2020-03-17,f,4.067.152,-7.398.884,1,1,1,4.67
2016-07-06,f,40.749.565,-7.394.783,1,1,4,4.4
2016-07-06,f,40.749.565,-7.394.783,1,1,4,3.64
2016-07-06,f,40.749.565,-7.394.783,2,1,1,4.44
2019-11-16,f,4.068.915,-7.396.546,2,1,1,5.0
2011-11-13,f,4.069.666,-7.391.435,4,2,3,4.71
2013-10-14,f,4.076.489,-7.398.187,3,1,2,
2013-10-14,f,4.076.682,-7.398.305,3,1,2,
2020-03-03,f,407.945,-7.396.468,1,1,1,4.67
2020-03-17,f,4.068.417,-7.392.396,1,1,1,3.0
2019-08-10,f,4.068.114,-7.394.529,1,1,1,4.0
2019-09-02,f,4.068.172,-7.394.465,1,1,1,4.4
2017-06-27,t,4.069.112,-7.391.356,1,1,1,4.5
2013-10-14,f,4.074.011,-7.402.829,3,1,2,
2013-10-14,f,4.074.001,-7.402.613,3,1,2,
2013-10-14,f,407.414,-7.402.797,3,1,2,
2013-06-03,f,4.068.557,-739.609,4,2,2,4.67
2020-04-09,f,4.067.191,-7.389.151,2,1,1,5.0
2020-04-09,f,406.718,-7.389.153,2,1,1,4.67
2020-04-09,f,4.068.968,-7.391.919,2,1,,
2020-03-31,f,407.613,-7.391.449,2,1,2,4.42
2010-05-18,f,4.068.261,-7.396.517,3,1,1,4.75
2013-10-14,f,407.396,-7.402.739,3,1,2,
2013-10-14,f,4.074.005,-7.402.666,3,1,2,
2013-10-14,f,407.399,-7.402.682,3,1,2,
2013-10-14,f,4.073.994,-740.275,3,1,2,
